7.18	trail	follow	0.0447197842069	0.0873845308832	0.0964841115271	0.451345755694	0.0495274445656	0.0983592314505	0.175208822965	0.193555985243	0.733149931224	0.115336759535
7.5	mason	worker	0.0393003291461	0.0739192604181	0.073375411534	0.400793650794	0.0556065333089	0.0707396577545	0.132504306908	0.13680365621	0.609280430397	0.13007896626
0.15	radish	carrot	0.025525691346	0.0661795404332	0.0617814163422	0.369565217391	0.0342052313883	0.192799453494	0.390118445696	0.379251435701	0.673758865248	0.102591792657
9.77	veal	meat	0.0903672395432	0.206040831327	0.19102671456	0.559322033898	0.0448674371176	0.12687610531	0.269829038586	0.2558707522	0.675585284281	0.0745937961595
0.9	keyboard	arm	0.0256094624478	0.0530407811297	0.0559919382331	0.469721767594	0.0397286821705	0.0541148276708	0.102067977126	0.107578904043	0.626790830946	0.100876181692
3.05	swing	push	0.116192964441	0.234374488274	0.235293984604	0.379134860051	0.191025641026	0.169163385482	0.336746121003	0.335409255328	0.546997037436	0.325376481897
0.0	rhyme	dinner	0.0193802061559	0.0379150101325	0.0376763763604	0.217041800643	0.0839030453698	0.056652116183	0.109433382318	0.112798532225	0.482646420824	0.140422846324
6.5	father	ancestor	0.0610345132812	0.127076983942	0.127646889854	0.0661027568922	0.547341115435	0.0806429853229	0.164356677904	0.16100061828	0.108608205953	0.654885654886
8.0	truce	peace	0.0888707927521	0.19712002827	0.192442399268	0.507331378299	0.105616605617	0.14129273466	0.273432439272	0.27553698355	0.769230769231	0.10411502231
3.2	glass	cabinet	0.0452455525838	0.0952253320999	0.0968145071961	0.165706051873	0.273288973384	0.0767171941027	0.161507316419	0.159958166121	0.289169295478	0.430135557873
0.0	ear	head	0.0849437569665	0.186337110883	0.184611853634	0.550079491256	0.0805088032266	0.117676829565	0.215142599872	0.235976797314	0.747584541063	0.152924464209
0.33	enemy	crocodile	0.0363088141477	0.0757828662818	0.0724248229532	0.0551431601273	0.376811594203	0.063678330172	0.12465842903	0.118504846845	0.103970900273	0.553225806452
8.97	geology	study	0.0370366380836	0.0780445434545	0.0777325694602	0.675409836066	0.0163440177721	0.0942495015643	0.171033646789	0.179430884717	0.855803048066	0.056716649833
9.87	duck	animal	0.0665227928922	0.152705639715	0.149046488046	0.340937896071	0.11749290238	0.0989010372401	0.200508726747	0.201764944212	0.5690433213	0.186428149024
8.83	typewriter	machine	0.0571967816205	0.108816148718	0.120448564733	0.664835164835	0.0416953824948	0.0906874163678	0.166697116876	0.18271518029	0.775034293553	0.0814943026107
0.25	limousine	migraine	0.0252832966427	0.0421735194658	0.0386124358636	0.174757281553	0.236842105263	0.0419115491757	0.0715860900782	0.0700861090192	0.240331491713	0.25
